"digits"	"sym"	"int"
1	0.14759375	-0.6025625
0	0.35587305	-2.288625
4	0.24038672	-4.892
1	0.15058984	-0.7519375
9	0.30451758	-4.920125
1	0.15495508	-0.492875
2	0.28648438	-5.312
4	0.20337109	-3.343875
1	0.1065625	-1.722625
9	0.1815332	-3.7371875
1	0.10953125	-1.2106875
4	0.16791992	-3.2544375
1	0.073541016	-0.704625
1	0.12032031	-0.275875
9	0.28911719	-4.539875
0	0.38156055	-2.6869375
1	0.16873047	-0.674
3	0.19408398	-3.2364375
1	0.17599805	-0.4551875
9	0.37572656	-4.8021875
0	0.45810547	-2.725875
0	0.48751172	-4.2118125
3	0.40841602	-5.890375
1	0.16974609	-0.8895625
9	0.23030078	-4.562125
1	0.19689648	-1.5423125
3	0.33573047	-4.2478125
0	0.37243359	-3.5903125
1	0.12021484	-0.266625
9	0.24195703	-3.4858125
1	0.12619336	-0.4399375
0	0.28279492	-1.9401875
1	0.1387832	-0.2895
1	0.24887109	-0.7735625
9	0.45636133	-5.3300625
0	0.47380469	-2.396625
3	0.48122461	-4.6288125
1	0.19436328	-0.691125
1	0.22131836	-0.972
0	0.57983398	-1.5735625
1	0.14681641	-0.7633125
1	0.13424609	-1.040625
0	0.38264258	-2.117875
3	0.33568945	-4.6773125
1	0.10086328	-0.3555
9	0.26592187	-4.030375
0	0.36764844	-3.4171875
1	0.13451758	-0.776
0	0.29967383	-4.1315625
1	0.14864063	-0.8965625
0	0.36720898	-2.2955
7	0.26274414	-5.226375
1	0.089394531	-0.407625
9	0.17506445	-2.9646875
0	0.27999414	-2.9005
1	0.11748828	-0.8951875
5	0.27151172	-4.3516875
1	0.077960938	-0.51175
9	0.12290039	-2.5601875
0	0.19261133	-1.907375
1	0.10139063	-0.265875
0	0.24225781	-3.93575
1	0.15570703	-0.706375
9	0.33235938	-5.230375
0	0.45814258	-3.6809375
2	0.44980664	-3.9481875
5	0.37691602	-4.8575625
1	0.1989707	-1.7538125
9	0.32289844	-3.9433125
8	0.36369141	-2.1930625
6	0.25078516	-2.29325
1	0.12149023	-0.6396875
9	0.19994727	-3.95225
1	0.10471094	-0.235125
2	0.22086914	-3.7381875
0	0.27367383	-2.1773125
7	0.31211133	-5.5661875
0	0.4121875	-4.211
1	0.20061523	-1.3003125
1	0.21743555	-0.8601875
5	0.34958789	-6.155125
7	0.29985352	-5.4546875
0	0.26678906	-3.29475
6	0.26062305	-4.298875
0	0.28736133	-3.1313125
5	0.27255078	-4.94375
7	0.27678516	-4.6961875
0	0.4081582	-2.5755
1	0.20523633	-0.7739375
6	0.24077344	-3.8563125
0	0.40276563	-3.0210625
7	0.13147852	-2.66425
0	0.30507812	-4.5428125
7	0.25610352	-4.7163125
0	0.4871875	-3.887125
8	0.32398242	-3.5039375
1	0.18399219	-0.6701875
7	0.15868945	-3.581875
0	0.19270117	-2.1895
1	0.094521484	-0.787
0	0.16695508	-1.788625
7	0.2078125	-4.278
0	0.47977344	-3.13125
0	0.38346484	-2.8445
1	0.093222656	-0.914125
7	0.25418359	-5.4633125
1	0.23533594	-0.856375
1	0.23345117	-1.063375
1	0.28416211	-1.2368125
7	0.21667773	-5.065875
1	0.18671094	-0.538125
1	0.17999414	-0.934875
1	0.20324609	-0.926125
1	0.19198828	-0.5795625
1	0.17612305	-1.000625
4	0.30008594	-3.7301875
4	0.28879492	-3.6378125
6	0.20375781	-3.5795625
9	0.16385352	-3.171875
6	0.14821484	-2.779125
8	0.20150586	-2.223875
1	0.079640625	-0.79925
7	0.11673633	-2.6884375
6	0.26252539	-4.9896875
7	0.17999219	-3.5201875
1	0.13176172	-0.646875
6	0.26462695	-4.9809375
1	0.24884961	-0.97475
4	0.28505859	-5.2948125
7	0.28702539	-5.30925
4	0.28710938	-4.5034375
6	0.29369727	-5.4644375
6	0.20362305	-3.25075
7	0.20639648	-4.3219375
2	0.33143359	-5.4431875
3	0.21092969	-3.133125
2	0.32681055	-5.6421875
3	0.21583203	-3.4614375
6	0.30563672	-5.15925
6	0.31766992	-6.3675
7	0.25072656	-4.601875
2	0.25287305	-4.3624375
7	0.23946289	-4.7473125
4	0.27832422	-5.4890625
5	0.30758008	-4.352375
7	0.22498242	-4.971
0	0.36126172	-3.423875
2	0.30970703	-5.2878125
0	0.32610547	-3.250875
2	0.22991602	-5.1326875
5	0.2037168	-4.164625
9	0.16495703	-2.8470625
5	0.17627734	-3.7154375
8	0.21023242	-3.081125
5	0.20374805	-4.2816875
0	0.27660547	-3.0056875
6	0.22471289	-4.2440625
4	0.14767578	-2.7695625
9	0.29110156	-4.4441875
7	0.32047656	-5.663
0	0.44389648	-2.2238125
7	0.36684766	-5.885625
5	0.3470957	-5.6554375
9	0.17897656	-3.216625
7	0.16884961	-3.4281875
1	0.12444727	-0.638875
4	0.165625	-2.978625
9	0.17573242	-3.1003125
9	0.30642578	-4.261
7	0.25216016	-4.95275
4	0.15929102	-3.25825
5	0.28688477	-4.852125
1	0.11802539	-0.5254375
4	0.22263086	-4.191625
9	0.22725195	-4.150375
7	0.29137109	-5.3916875
9	0.23957422	-3.8883125
1	0.13932031	-1.2410625
3	0.38566406	-5.403625
9	0.25096484	-4.1090625
7	0.16872461	-2.8725625
3	0.31589453	-4.6761875
0	0.40474805	-2.588125
9	0.22574219	-3.81975
0	0.24084375	-2.174125
9	0.2184043	-3.258125
0	0.37858984	-2.6868125
9	0.24298438	-3.9543125
7	0.21582617	-4.73525
3	0.28108203	-3.5603125
0	0.26692383	-3.2095
9	0.17721484	-3.185375
0	0.29455273	-1.8113125
9	0.19631641	-3.776
3	0.31639063	-4.31275
0	0.25010547	-4.1759375
2	0.25782422	-4.0645625
5	0.29443555	-4.777625
7	0.15181445	-2.9251875
0	0.39108984	-1.8384375
1	0.17714062	-2.3680625
3	0.20250391	-3.0280625
9	0.1800625	-2.518875
0	0.45036328	-3.8025
4	0.19228711	-3.721375
2	0.12288477	-2.757375
4	0.16573828	-3.3041875
5	0.15448633	-3.7628125
3	0.18080469	-3.690125
9	0.3138457	-6.0845625
0	0.25866406	-5.145625
1	0.067634766	-1.410875
3	0.38022852	-5.2323125
9	0.26593359	-3.9913125
0	0.31988281	-3.0180625
4	0.21158789	-3.901625
2	0.19742187	-4.047875
2	0.3624082	-4.4905625
0	0.49307031	-2.892875
0	0.44060156	-1.6279375
1	0.19523047	-0.8776875
3	0.2646582	-3.4330625
2	0.39014258	-6.121875
0	0.471	-3.108
9	0.33136133	-4.273
2	0.28554492	-5.41175
0	0.46012695	-2.757875
4	0.165	-3.3045625
9	0.21893164	-4.2990625
2	0.26200195	-4.2871875
0	0.46235742	-5.634125
5	0.38319141	-5.44775
9	0.18878906	-3.0636875
2	0.17265039	-3.02575
0	0.21296484	-1.6684375
0	0.23607031	-2.3098125
0	0.25761328	-2.3586875
1	0.089236328	-0.6251875
2	0.40245898	-4.9370625
0	0.48723242	-2.3460625
0	0.41818359	-4.63875
0	0.43891406	-2.859
6	0.27881836	-4.3296875
2	0.17937695	-2.999875
0	0.46525391	-4.268125
2	0.29432422	-5.3350625
0	0.41381055	-3.4913125
3	0.28633789	-3.591
1	0.22025	-3.0306875
0	0.36124023	-3.3540625
0	0.3807207	-4.4460625
2	0.21678516	-3.9260625
0	0.36006641	-3.2760625
0	0.339125	-1.304625
6	0.19554297	-3.01125
9	0.14333789	-2.5066875
9	0.15925781	-2.598
9	0.13710156	-2.3773125
1	0.091064453	-0.33625
2	0.19486914	-3.263375
0	0.43852344	-2.296
2	0.2285293	-4.7909375
3	0.32294922	-4.96825
2	0.25946094	-4.9086875
0	0.396875	-1.6061875
0	0.36752344	-2.3046875
0	0.38666406	-2.618125
7	0.19035547	-3.197625
2	0.32372266	-4.3731875
0	0.33942383	-2.816875
0	0.42518555	-2.9306875
2	0.36457422	-5.483875
0	0.45269336	-4.4751875
0	0.40038086	-2.0874375
1	0.15889062	-0.7723125
3	0.31435742	-5.30375
2	0.29497266	-5.505625
0	0.26485742	-2.1836875
0	0.30535547	-3.164875
0	0.37462109	-4.6270625
6	0.190125	-3.3479375
1	0.11264648	-0.2361875
9	0.17601953	-3.165375
9	0.19052344	-3.313
5	0.25864844	-4.2033125
6	0.21074023	-3.88475
1	0.20147461	-0.6586875
9	0.38073633	-3.9090625
7	0.26589258	-4.75925
1	0.20106445	-0.5115
4	0.26000781	-4.66625
1	0.17035547	-0.60275
9	0.28158398	-3.5241875
7	0.29444336	-5.786
1	0.20624609	-0.4856875
3	0.32183594	-4.6823125
1	0.15667773	-0.576625
9	0.24007813	-4.6259375
8	0.38706445	-4.7500625
1	0.12742188	-0.7746875
0	0.24718164	-3.4359375
1	0.1367793	-1.2078125
9	0.26664453	-5.2673125
7	0.17988086	-3.68975
5	0.15593555	-3.0060625
1	0.13757031	-0.627
9	0.28401758	-3.2515625
9	0.30668164	-3.5968125
6	0.33461719	-6.2285
6	0.28325391	-5.2513125
7	0.16594141	-2.926125
1	0.1735625	-0.5236875
4	0.16944336	-2.302875
1	0.13386328	-0.4603125
9	0.33193359	-3.9718125
8	0.25750977	-2.2086875
0	0.43002148	-2.2696875
9	0.20395117	-3.1853125
1	0.18241406	-1.7259375
9	0.24345117	-3.248125
8	0.3180957	-4.3368125
5	0.2882832	-4.770875
0	0.3902207	-3.342375
5	0.24598828	-4.489875
0	0.3564043	-3.6638125
0	0.39567969	-3.775375
1	0.13016797	-0.4386875
1	0.10491016	-0.7456875
9	0.13062305	-1.9200625
8	0.31791016	-3.7708125
0	0.44560547	-3.518625
5	0.18180469	-3.0364375
1	0.21874023	-0.899
7	0.42445703	-4.7930625
0	0.45062109	-1.7868125
1	0.20094141	-0.5901875
9	0.14010547	-2.987875
9	0.1735957	-2.556375
6	0.20330078	-3.322625
9	0.21626563	-3.61525
9	0.31867773	-5.0266875
5	0.38185937	-5.7153125
0	0.44405469	-4.3299375
4	0.18390234	-3.9641875
9	0.19468164	-3.2516875
9	0.31331836	-5.234625
9	0.34806836	-4.6636875
0	0.43075781	-3.5646875
1	0.14100391	-0.72
8	0.48707422	-3.45225
9	0.32275195	-4.5200625
1	0.21762109	-0.919625
0	0.42545898	-2.3104375
4	0.27118945	-5.1365625
8	0.3085	-4.161875
9	0.1964707	-2.8615
1	0.14162305	-1.396
2	0.3433125	-5.63875
2	0.31481055	-3.7885625
8	0.26771875	-2.972875
9	0.22709961	-3.6794375
5	0.30476953	-5.2653125
0	0.29819141	-3.56975
2	0.309625	-4.95275
8	0.22813086	-2.677875
9	0.15668945	-3.186125
7	0.12164258	-2.7250625
0	0.37061719	-3.7656875
2	0.27708008	-6.11525
8	0.40599219	-2.685625
9	0.35265234	-4.1054375
0	0.44163867	-4.752125
1	0.231125	-0.94875
5	0.32344922	-5.2779375
8	0.27122852	-3.7273125
1	0.13760156	-0.6756875
1	0.14508789	-0.4515
9	0.19192969	-3.6740625
8	0.20182617	-3.198125
9	0.16715039	-3.0455
1	0.12403711	-0.45925
0	0.34638672	-3.5878125
4	0.19795508	-4.1676875
8	0.24357227	-2.9170625
9	0.24077344	-3.4290625
0	0.37478516	-3.9449375
9	0.1603418	-3.2399375
8	0.42968359	-4.415625
9	0.37522461	-4.0751875
1	0.23783789	-0.9815625
9	0.33538672	-3.9215625
8	0.27746094	-4.6858125
4	0.21932617	-4.9929375
7	0.19612891	-4.27875
7	0.2049082	-4.3041875
0	0.40678711	-3.3389375
8	0.16998047	-2.7985625
4	0.17835937	-2.29925
5	0.1738125	-3.8840625
2	0.24723047	-4.4385
8	0.11469336	-1.1860625
4	0.11040039	-1.0778125
1	0.091367187	-0.4304375
3	0.081978516	-1.5713125
2	0.098121094	-1.977625
8	0.34663867	-2.43325
4	0.24713086	-4.376625
7	0.22241992	-4.2011875
0	0.30768945	-2.5954375
1	0.13489258	-0.252625
8	0.30842383	-5.3401875
4	0.20826953	-3.633
1	0.11755859	-0.546625
2	0.33994922	-5.904125
6	0.15338477	-3.1585
0	0.33163281	-3.3355
1	0.060169922	-0.6791875
7	0.24145703	-5.20275
1	0.15309961	-0.517875
6	0.30098828	-6.4419375
5	0.18081641	-3.34325
7	0.29744727	-5.4004375
2	0.35743555	-5.2845
0	0.44303906	-2.2975625
7	0.28400586	-4.984125
6	0.25196094	-4.2266875
5	0.28462695	-4.688625
9	0.17773633	-3.628625
3	0.21419336	-1.8233125
2	0.30871875	-4.3361875
3	0.22320313	-2.806375
5	0.36860742	-5.2060625
7	0.24781445	-4.7665625
1	0.19113086	-0.9529375
5	0.31378711	-4.869
5	0.2720625	-5.821875
9	0.23871094	-3.58175
0	0.37298047	-3.0148125
4	0.23423242	-3.962625
5	0.37411719	-4.8251875
6	0.32263086	-4.926
0	0.52864844	-2.0689375
1	0.21592969	-0.6776875
5	0.35986719	-5.0923125
9	0.20744336	-3.7363125
0	0.36405664	-1.8345
1	0.13743359	-0.297875
5	0.31410352	-5.3563125
9	0.26366992	-3.5430625
8	0.30995703	-2.99925
7	0.26652148	-4.352875
5	0.37716016	-5.5358125
9	0.32399805	-3.6455625
7	0.22898633	-3.8538125
1	0.19616016	-0.8749375
5	0.38608203	-5.83775
5	0.17764258	-3.615625
9	0.25649609	-4.84025
4	0.18991211	-4.3025
0	0.46813867	-1.7313125
4	0.17910547	-3.856
7	0.24776758	-4.3211875
0	0.37437891	-1.7210625
8	0.36791797	-1.7798125
0	0.44779492	-1.6871875
9	0.26663086	-3.441375
7	0.16984375	-3.620125
0	0.32235156	-4.26875
4	0.28919727	-4.9364375
5	0.23594531	-4.2834375
7	0.15073828	-3.9104375
1	0.10736719	-0.22725
1	0.12208984	-0.3139375
7	0.15983203	-3.2945625
1	0.093611328	-0.458625
6	0.20867383	-3.7443125
3	0.15773828	-2.32525
7	0.11468945	-2.700125
6	0.40891211	-5.9803125
7	0.24482813	-4.285875
4	0.28936719	-4.1814375
8	0.38985742	-2.2789375
6	0.28354492	-5.3231875
7	0.18330469	-3.5765
1	0.14385742	-0.716375
6	0.25924609	-4.822625
3	0.31990625	-4.2178125
6	0.19199219	-3.532125
0	0.37616602	-4.028
2	0.30313867	-3.5388125
2	0.33349023	-5.87225
8	0.32626953	-3.5511875
1	0.15754102	-0.3066875
2	0.36463672	-5.2138125
4	0.29653906	-5.3133125
0	0.35502539	-1.6113125
4	0.31567578	-5.128625
7	0.17952539	-2.6530625
0	0.42798047	-1.8614375
6	0.1585332	-3.044875
8	0.2986543	-4.975125
7	0.23536914	-4.077375
7	0.19237891	-4.173875
6	0.28410352	-5.23025
6	0.15351367	-2.8905
8	0.1933457	-2.478125
0	0.25164063	-3.43575
0	0.2812207	-2.873125
9	0.19905664	-3.7884375
6	0.15839062	-3.244375
8	0.19559961	-2.8805625
0	0.34073438	-1.85625
0	0.33127734	-3.2449375
9	0.13342969	-2.5986875
6	0.28703906	-4.3553125
9	0.24451562	-2.5500625
1	0.19193359	-1.929375
6	0.32134961	-4.70525
0	0.43997461	-1.51125
6	0.29367383	-5.8570625
8	0.22288086	-0.879125
0	0.29558984	-2.858
0	0.30986328	-2.678625
5	0.23297852	-3.4668125
1	0.11691992	-0.5206875
3	0.27248438	-4.349875
5	0.33986133	-5.56675
7	0.15743945	-3.077375
2	0.29096289	-5.5216875
9	0.23552734	-4.1799375
7	0.1796543	-4.172875
3	0.2641543	-3.894125
9	0.22712305	-3.956625
9	0.20827734	-3.6744375
7	0.17454883	-3.9793125
4	0.22663281	-4.6451875
7	0.18027344	-3.6921875
7	0.16354492	-3.2545625
9	0.18811328	-2.8484375
7	0.2190332	-3.64075
0	0.29772266	-2.9845
0	0.28343945	-1.48925
5	0.34370508	-6.6133125
5	0.28977539	-5.54325
8	0.22076758	-3.50925
0	0.33359961	-2.69725
1	0.16531836	-0.9685
0	0.32907812	-1.86675
6	0.37031445	-6.1486875
8	0.44749609	-3.6575625
6	0.32792187	-5.7695
9	0.13053516	-1.8559375
6	0.18212695	-3.0996875
8	0.18795117	-2.6435
5	0.18545703	-3.2850625
7	0.16485938	-3.327375
9	0.13412695	-2.6535
6	0.20576172	-3.9106875
8	0.21619336	-3.8670625
2	0.21616992	-4.3509375
2	0.25119336	-5.2188125
6	0.17179883	-4.12625
8	0.16503906	-2.1281875
0	0.28352734	-3.212875
0	0.30418555	-2.98925
9	0.17923633	-3.3268125
6	0.29987891	-4.787625
8	0.27644531	-2.738125
1	0.19510156	-0.5563125
3	0.27653711	-3.3175625
7	0.27126758	-4.673875
1	0.17750586	-0.406875
4	0.23229883	-2.5465625
5	0.26604883	-5.25375
8	0.21367188	-3.5629375
8	0.22887305	-3.4574375
3	0.25031445	-4.073125
1	0.14119141	-0.4194375
0	0.2688418	-2.9066875
8	0.23996094	-4.4979375
7	0.20120117	-4.0053125
1	0.14755273	-0.888
1	0.12993359	-1.4123125
1	0.1147207	-0.7149375
8	0.34984961	-4.391
7	0.28327148	-5.4188125
5	0.31289453	-4.549
0	0.35154688	-4.05375
3	0.39774414	-6.05375
8	0.29217773	-3.0855625
7	0.23177344	-4.517375
4	0.28769141	-4.7579375
1	0.11771484	-0.616875
3	0.22101953	-4.0928125
8	0.45689844	-4.434625
8	0.43435742	-3.4658125
3	0.30616797	-4.56425
1	0.20846484	-0.99375
7	0.24716016	-4.4928125
8	0.18168164	-1.866875
7	0.18101367	-3.8128125
8	0.1979668	-3.116375
6	0.25779102	-4.3279375
0	0.36387305	-2.0845625
4	0.17220508	-3.4438125
8	0.20913672	-3.9043125
4	0.14190234	-2.9960625
1	0.094763672	-0.387625
1	0.10303711	-0.8368125
1	0.095126953	-1.0759375
8	0.20894531	-4.481875
4	0.16884766	-3.1375625
6	0.18485742	-3.0564375
0	0.26034961	-2.928375
1	0.09196875	-0.3141875
6	0.29156445	-5.253375
6	0.39798438	-6.242
1	0.15125391	-0.55175
0	0.3802207	-3.17925
2	0.30472266	-6.0991875
6	0.2566875	-3.594875
7	0.17704492	-3.367875
5	0.2479082	-4.1050625
0	0.39324414	-2.4733125
1	0.17710352	-0.5270625
6	0.22074023	-4.273625
7	0.2063125	-3.6064375
2	0.24595313	-5.170875
0	0.26330664	-1.4164375
4	0.16263672	-3.347625
7	0.21396484	-4.0625625
2	0.34316602	-5.2844375
7	0.20857617	-3.8
6	0.26783984	-4.52525
1	0.13530078	-0.444875
7	0.16742383	-3.3311875
1	0.1347207	-0.775875
7	0.21798242	-4.41925
6	0.20331055	-3.11325
2	0.12046484	-2.772625
7	0.20148437	-3.4808125
2	0.37414063	-4.146625
1	0.20369141	-1.43725
6	0.31331055	-5.447375
0	0.4159707	-2.448625
7	0.14162891	-2.912125
2	0.2322793	-4.3825625
2	0.32144727	-5.7114375
1	0.11716797	-0.513625
7	0.11232422	-2.5880625
7	0.1845625	-3.876875
2	0.29976758	-5.8829375
7	0.2493457	-4.6851875
6	0.24185742	-3.9803125
5	0.27169336	-5.148125
9	0.22425781	-4.310125
8	0.22959961	-2.5274375
1	0.13424219	-0.5000625
0	0.3885957	-2.639375
8	0.24679883	-3.1264375
9	0.21359961	-3.6458125
8	0.27471484	-2.5206875
2	0.25285937	-4.1435625
2	0.25238281	-3.4760625
6	0.23067773	-3.8641875
9	0.24211719	-3.517375
8	0.32786133	-4.434
1	0.14160156	-0.5989375
2	0.32075781	-5.06075
8	0.30963086	-2.8083125
3	0.44216406	-4.5275
1	0.24479297	-1.2194375
4	0.18590625	-3.2601875
9	0.31150781	-4.6233125
8	0.38985547	-3.799625
0	0.39798828	-2.7364375
1	0.20809961	-0.483625
1	0.20914453	-0.4818125
9	0.23379883	-4.032375
8	0.21798437	-2.28275
9	0.2623125	-4.7379375
8	0.26881055	-3.0364375
4	0.2465293	-4.695875
0	0.33468945	-3.2365
8	0.20781641	-1.73425
9	0.29874609	-4.3555625
8	0.32364258	-0.9266875
0	0.43761719	-3.33625
5	0.40190039	-4.0061875
2	0.35883984	-5.7729375
5	0.41519336	-4.189625
5	0.32014844	-4.688375
3	0.38049805	-4.2808125
0	0.34103711	-3.227875
9	0.17258789	-3.5675
8	0.18230469	-3.516875
5	0.18764453	-3.5874375
6	0.16270117	-3.36225
9	0.16446875	-3.5409375
8	0.20025195	-2.91475
8	0.19434375	-2.10675
1	0.10148242	-0.4575
3	0.19823438	-3.312625
9	0.14209961	-2.4654375
8	0.17934961	-4.0168125
1	0.091589844	-0.5614375
0	0.22388477	-2.2773125
4	0.10554297	-2.39975
9	0.19249609	-3.75625
8	0.23202734	-1.8263125
1	0.11670117	-0.622625
2	0.17863086	-3.4599375
4	0.16879297	-3.4405
9	0.16398828	-2.6860625
8	0.29225195	-2.52325
0	0.39248828	-3.027875
3	0.40190625	-5.91075
4	0.1496875	-2.9224375
9	0.22570313	-3.3734375
8	0.19449023	-2.5605
8	0.22368359	-2.012125
0	0.34167578	-2.6451875
1	0.12712305	-0.6914375
9	0.24593555	-4.580875
8	0.20332227	-4.2685625
4	0.18257227	-3.9139375
3	0.19210547	-3.7350625
3	0.19281836	-3.81475
9	0.17099023	-2.9165625
8	0.22722266	-2.2946875
6	0.13560352	-2.6184375
2	0.19761133	-2.0180625
6	0.15501172	-2.64975
9	0.26706836	-5.5515625
7	0.21953711	-4.6820625
3	0.40013867	-4.9890625
0	0.37977539	-2.7740625
5	0.30072461	-5.2973125
5	0.24657422	-5.283375
3	0.23430664	-3.7355
1	0.13001367	-0.53625
4	0.16909375	-2.936
2	0.15392578	-3.3181875
6	0.24146484	-4.1600625
8	0.26252344	-3.743625
0	0.42236328	-6.1394375
0	0.37757422	-4.804125
9	0.12839844	-1.844625
6	0.23153711	-4.829875
3	0.29729883	-3.9883125
1	0.19203906	-0.745625
4	0.26073437	-4.258
1	0.13571484	-1.0553125
6	0.18877148	-3.847
5	0.20479297	-4.5269375
0	0.18282422	-2.9845625
1	0.083164063	-0.5235
6	0.23161719	-3.56975
4	0.21471094	-3.5236875
5	0.31609375	-4.556375
0	0.43889844	-2.67725
4	0.1538125	-2.801
1	0.16033008	-0.694875
1	0.16083203	-0.8519375
1	0.13907227	-0.529875
6	0.29176172	-4.8688125
5	0.23667383	-3.7280625
1	0.18955664	-0.8383125
0	0.3836875	-4.3201875
2	0.21429492	-4.0885625
6	0.22223242	-3.4744375
4	0.1951543	-2.4258125
1	0.10375391	-0.212
9	0.2065332	-3.6621875
8	0.17598047	-3.4860625
6	0.33366406	-5.530375
3	0.31636133	-2.7805
0	0.50765234	-2.22525
1	0.20165625	-0.8826875
1	0.1653418	-1.166875
6	0.26469922	-4.0971875
4	0.30620117	-4.9893125
1	0.14779688	-0.9204375
8	0.29560156	-2.88125
0	0.4339043	-3.1655625
6	0.29336914	-4.1166875
3	0.2800332	-3.6730625
3	0.30330469	-2.7196875
0	0.38060742	-4.1420625
3	0.30932617	-3.8633125
6	0.24281641	-5.575625
7	0.2099043	-3.5541875
3	0.32060352	-4.442625
6	0.22475195	-4.8864375
3	0.27453906	-4.14125
0	0.31829297	-3.0553125
0	0.30875	-3.484375
6	0.26757813	-4.801875
5	0.2713125	-4.0443125
8	0.33454297	-4.7880625
0	0.35816797	-1.8958125
2	0.15913672	-2.57275
6	0.20795508	-4.25675
5	0.38089258	-4.9790625
2	0.33027148	-4.956875
7	0.21361133	-3.8678125
6	0.22549609	-3.8956875
6	0.28198828	-4.9028125
4	0.19511328	-3.0749375
7	0.19649805	-4.149
3	0.29849609	-3.9649375
0	0.33810352	-4.35
6	0.23154102	-3.049125
4	0.24404688	-4.05025
1	0.13903711	-0.8685625
4	0.27883984	-3.5875625
1	0.12626758	-0.246375
6	0.29921875	-4.207375
1	0.18621875	-1.0839375
9	0.30803125	-3.0019375
4	0.29112109	-4.6861875
1	0.18196484	-0.68075
1	0.21911914	-0.590625
4	0.2444375	-4.2815625
6	0.21028906	-4.5154375
4	0.18212695	-3.46125
1	0.1649375	-0.4799375
6	0.34023633	-5.672375
5	0.3780293	-5.445875
4	0.14554883	-2.5863125
1	0.14872266	-0.407125
2	0.27220117	-3.6044375
4	0.22426367	-3.909375
6	0.24957031	-3.7960625
4	0.26896484	-3.7311875
8	0.33392969	-4.0231875
0	0.47415625	-4.8995625
1	0.16046484	-0.79175
6	0.24188086	-4.23675
5	0.22146875	-4.413
8	0.30508789	-5.8201875
0	0.31277148	-4.653625
8	0.26403125	-4.804125
6	0.31042773	-4.4314375
6	0.34219727	-5.2260625
1	0.22937891	-0.679375
6	0.35018164	-5.125875
6	0.18048437	-4.2701875
5	0.15563281	-3.469125
3	0.22791016	-4.01
3	0.2117207	-4.1814375
6	0.19608398	-4.017625
4	0.22933398	-3.2945
6	0.41067188	-4.9038125
1	0.18467578	-2.040125
9	0.20022656	-3.5161875
9	0.21073242	-3.4711875
6	0.26073828	-4.4661875
8	0.19893359	-3.0593125
7	0.16242188	-3.9239375
9	0.21780273	-2.6044375
9	0.26800977	-2.4195
5	0.39191602	-5.2935
1	0.16627539	-0.5924375
5	0.37720898	-5.5465625
9	0.3770293	-6.11475
9	0.30756836	-5.313125
5	0.28387695	-4.8706875
0	0.38122656	-3.5826875
2	0.33854492	-5.526625
9	0.20643164	-3.2873125
9	0.20227148	-3.4111875
7	0.22225	-4.2025
0	0.34141797	-2.0791875
2	0.25274414	-3.2659375
5	0.284875	-5.496625
3	0.3000918	-3.7284375
7	0.19711133	-3.1739375
1	0.1249668	-0.989125
9	0.1425293	-2.8435
9	0.1806875	-3.8233125
6	0.30478516	-5.997625
9	0.13337695	-2.63725
9	0.14452539	-2.9380625
5	0.15659961	-3.070875
9	0.13434375	-2.3210625
6	0.28873242	-4.8899375
6	0.30873047	-4.7131875
2	0.36293945	-4.72275
0	0.35726367	-4.68325
6	0.2971875	-5.19825
6	0.15535547	-2.8955625
6	0.18933789	-4.245625
6	0.20493945	-4.4815625
1	0.092253906	-1.2986875
9	0.14253711	-2.94925
6	0.20520117	-4.3355625
6	0.28427539	-6.015875
1	0.14417773	-0.458875
0	0.29078711	-2.114
3	0.27028711	-2.9045
3	0.36425586	-4.5600625
0	0.45385156	-2.0045625
7	0.2082207	-4.359125
3	0.31678516	-5.1941875
6	0.32064062	-4.5230625
0	0.43955078	-1.6426875
9	0.27479297	-3.251625
5	0.33624023	-6.860125
6	0.29853516	-5.612
3	0.32768164	-3.8809375
0	0.38577734	-2.6884375
3	0.29023828	-4.9870625
6	0.29695703	-4.6118125
1	0.16164258	-0.3683125
1	0.16263477	-0.3573125
2	0.38269336	-5.2319375
3	0.35126758	-4.4229375
6	0.25051172	-4.4695625
5	0.24494141	-4.1144375
3	0.30526953	-5.664125
2	0.096986328	-2.1764375
3	0.23304492	-3.69675
5	0.2751875	-4.6055625
7	0.20746289	-3.017875
6	0.27487305	-4.0334375
0	0.31504492	-5.0301875
3	0.23367578	-2.1321875
5	0.25738867	-4.4885
6	0.20391602	-4.0611875
6	0.16025195	-3.435125
1	0.092449219	-1.3479375
3	0.39972461	-5.7641875
5	0.26739062	-5.0718125
2	0.38685742	-5.72125
0	0.42924219	-6.279125
9	0.32485938	-5.72375
3	0.43530664	-4.53675
5	0.31599023	-4.90325
2	0.36966211	-4.90725
0	0.38738477	-2.848625
1	0.15559766	-0.45925
3	0.24793164	-3.6923125
6	0.23607227	-3.982375
3	0.29679883	-4.7449375
5	0.28314844	-4.734
2	0.36369922	-5.36625
2	0.36968945	-4.4983125
3	0.18136328	-3.9119375
3	0.38264844	-5.1065
5	0.31408984	-5.2239375
2	0.20227539	-2.6524375
1	0.19182813	-1.3671875
7	0.20919336	-4.7135625
6	0.13055664	-2.9695625
7	0.1299375	-2.358625
4	0.17550586	-2.5815625
9	0.10430078	-1.799125
3	0.27766797	-3.8261875
6	0.29422656	-4.070625
0	0.5178125	-2.3533125
2	0.32687305	-5.4759375
5	0.34810156	-5.0919375
3	0.23266016	-4.689
5	0.22113672	-3.8909375
5	0.24269336	-4.49325
0	0.33718359	-3.04075
